"clientId,""timeStamp"",""humidity"",""temperature"""
"Raspberry_Device_1,""1757352684"",""38"",""23.4"""
"Raspberry_Device_1,""1757352757"",""38"",""23.4"""
"Raspberry_Device_1,""1757352836"",""38"",""23.4"""
"Raspberry_Device_1,""1757352899"",""38"",""23.4"""
"Raspberry_Device_1,""1757352973"",""38"",""23.4"""
"Raspberry_Device_1,""1757353041"",""38"",""23.4"""
"Raspberry_Device_1,""1757353120"",""38"",""23.4"""
"Raspberry_Device_1,""1757353194"",""38"",""23.4"""
"Raspberry_Device_1,""1757353262"",""38"",""23.4"""
"Raspberry_Device_1,""1757353335"",""38"",""23.4"""
"Raspberry_Device_1,""1757353409"",""38"",""23.4"""
"Raspberry_Device_1,""1757353477"",""38"",""23.4"""
"Raspberry_Device_1,""1757353556"",""38"",""23.4"""
"Raspberry_Device_1,""1757346780"",""38"",""23.38"""
"Raspberry_Device_1,""1757345813"",""38"",""23.3"""
"Raspberry_Device_1,""1757335866"",""38"",""23.29"""
"Raspberry_Device_1,""1757353625"",""38"",""23.28"""
"Raspberry_Device_1,""1757353698"",""38"",""23.24"""
"Raspberry_Device_1,""1757328191"",""37"",""23.23"""
"Raspberry_Device_1,""1757324227"",""37"",""23.18"""
"Raspberry_Device_1,""1757327749"",""37.33"",""23.17"""
"Raspberry_Device_1,""1757314980"",""48"",""23.14"""
"Raspberry_Device_1,""1757345902"",""38"",""23.12"""
"Raspberry_Device_1,""1757328359"",""37"",""23.08"""
"Raspberry_Device_1,""1757337937"",""35"",""23.03"""
"Raspberry_Device_1,""1757338994"",""35"",""23.02"""
"Raspberry_Device_1,""1757314649"",""48"",""23"""
"Raspberry_Device_1,""1757314727"",""48"",""23"""
"Raspberry_Device_1,""1757314812"",""48"",""23"""
"Raspberry_Device_1,""1757314906"",""48"",""23"""
"Raspberry_Device_1,""1757325278"",""38"",""23"""
"Raspberry_Device_1,""1757325357"",""38"",""23"""
"Raspberry_Device_1,""1757325426"",""38"",""23"""
"Raspberry_Device_1,""1757325499"",""38"",""23"""
"Raspberry_Device_1,""1757325662"",""38"",""23"""
"Raspberry_Device_1,""1757327013"",""38"",""23"""
"Raspberry_Device_1,""1757327108"",""37.92"",""23"""
"Raspberry_Device_1,""1757327455"",""37"",""23"""
"Raspberry_Device_1,""1757327534"",""37"",""23"""
"Raspberry_Device_1,""1757327597"",""37"",""23"""
"Raspberry_Device_1,""1757327670"",""37"",""23"""
"Raspberry_Device_1,""1757328270"",""37"",""23"""
"Raspberry_Device_1,""1757328422"",""37"",""23"""
"Raspberry_Device_1,""1757328490"",""37"",""23"""
"Raspberry_Device_1,""1757328590"",""37"",""23"""
"Raspberry_Device_1,""1757328674"",""37"",""23"""
"Raspberry_Device_1,""1757328758"",""37"",""23"""
